word,freq,mean_tf,variance,cv,doc_freq
occlude,12489,260.1875,130813.94401041667,1.3900825501809442,48
plausibility,12487,260.1458333333333,209481.66623263888,1.759365759252394,48
perimeter,12484,260.0833333333333,65074.368055555555,0.9808271005812602,48
nurture,12479,259.9791666666667,582360.3953993056,2.935332943838805,48
computing,12469,259.7708333333333,75770.6349826389,1.0596442255953005,48
typology,12468,259.75,313173.2708333333,2.1544518271938844,48
griffith,12466,259.7083333333333,204200.33159722222,1.7399723074428435,48
marie,12462,259.625,78547.40104166667,1.0794919308341742,48
centro,12450,259.375,82901.56770833333,1.1100773914330144,48
hoffmann,12442,259.2083333333333,107457.45659722223,1.2646470022719392,48
elephant,12435,259.0625,334421.8919270833,2.2322498246002698,48
ordinate,12434,259.0416666666667,109980.12326388888,1.2802284537542845,48
yamamoto,12433,259.0208333333333,130801.47873263889,1.3962771491891677,48
optional,12412,258.5833333333333,113036.11805555556,1.30019379060878,48
newton,12407,258.4791666666667,74206.79123263889,1.0538924214471537,48
berger,12396,258.25,126828.4375,1.3790118268534302,48
distract,12395,258.2291666666667,791219.843315972,3.4446356466956884,48
historic,12391,258.1458333333333,120596.41623263892,1.3452471524413285,48
fluent,12387,258.0625,503176.18359375,2.748749340686078,48
presenting,12383,257.9791666666667,273696.31206597225,2.0279154184463644,48
unidirectional,12375,257.8125,63616.694010416664,0.978321454992709,48
nie,12355,257.3958333333333,112861.61414930555,1.3051836245048107,48
disproportionate,12350,257.2916666666667,114841.3315972222,1.3171140713554064,48
dispense,12346,257.2083333333333,250462.9149305556,1.9457483914018714,48
questionable,12345,257.1875,116902.44401041667,1.3294191748024422,48
reliant,12342,257.125,72153.44270833333,1.0446822702228757,48
drs,12341,257.1041666666667,92478.46831597223,1.1827996820390383,48
philosophical,12337,257.0208333333333,727415.3953993056,3.318355546759047,48
insufficiently,12334,256.9583333333333,94369.41493055556,1.1955092054672054,48
causally,12331,256.8958333333333,159749.34331597222,1.555831214349405,48
grace,12330,256.875,163111.734375,1.572246959687508,48
flaw,12329,256.8541666666667,93220.54123263889,1.1886916030236812,48
inferred,12321,256.6875,149770.33984375,1.5076765758379544,48
sketch,12317,256.6041666666667,125103.5308159722,1.378386717439754,48
influenced,12311,256.4791666666667,178569.49956597225,1.6475991029605055,48
tran,12308,256.4166666666667,107242.1597222222,1.2771341725797023,48
alike,12305,256.3541666666667,139295.31206597225,1.4558876756127477,48
chin,12302,256.2916666666667,174742.2899305556,1.6310396774567537,48
unconventional,12299,256.2291666666667,221104.5516493056,1.835144546197317,48
semantically,12286,255.95833333333334,907742.5399305556,3.7223059851186306,48
reductive,12279,255.8125,406591.2356770833,2.492626710185647,48
somehow,12277,255.77083333333334,164012.00998263885,1.5833860231287842,48
slot,12275,255.72916666666666,109025.57248263888,1.2911714796763154,48
sparsity,12274,255.70833333333334,175129.91493055553,1.6365726413597372,48
paradoxically,12272,255.66666666666666,159971.6388888889,1.5643984890742009,48
cheung,12258,255.375,341889.3177083333,2.2896251460330097,48
principally,12256,255.33333333333334,77647.88888888889,1.0913330593968367,48
walsh,12253,255.27083333333334,162364.4891493056,1.5784990653789814,48
reddy,12244,255.08333333333334,139145.82638888888,1.4623556542273324,48
brother,12238,254.95833333333334,210856.78993055553,1.8010450820237198,48
polygon,12229,254.77083333333334,219841.6349826389,1.8403705078035393,48
ems,12225,254.6875,159950.42317708334,1.570308806557447,48
zhai,12225,254.6875,137822.00651041666,1.4576446191367238,48
populate,12225,254.6875,78217.42317708333,1.0981056389661383,48
dig,12216,254.5,110669.83333333333,1.3071542560230724,48
ranked,12216,254.5,74337.54166666667,1.0713128417326496,48
undertaken,12211,254.39583333333334,69541.69748263889,1.0366034498252328,48
hinders,12203,254.22916666666666,83813.21831597223,1.1387565414921952,48
explored,12201,254.1875,76579.15234375,1.0886821133103335,48
washing,12186,253.875,147928.40104166666,1.514976321658636,48
rid,12180,253.75,115180.64583333333,1.3374689355339229,48
affordability,12176,253.66666666666666,318167.01388888893,2.2236384443968142,48
condense,12174,253.625,65655.734375,1.0102858530693877,48
distinguishable,12158,253.29166666666666,96490.2065972222,1.2263677364068735,48
mathematically,12156,253.25,75042.5625,1.0816938829959102,48
unaltered,12154,253.20833333333334,130423.4565972222,1.426263796336517,48
impactful,12153,253.1875,110763.23567708333,1.3144847636957315,48
received,12152,253.16666666666666,119900.38888888888,1.3677407060300801,48
abu,12151,253.14583333333334,85766.62456597222,1.156880166635026,48
peculiar,12146,253.04166666666666,70930.45659722223,1.0525054136638552,48
anna,12145,253.02083333333334,98627.68706597223,1.2412039313945524,48
thai,12135,252.8125,132823.23567708334,1.441579124282355,48
onwards,12129,252.6875,57329.923177083336,0.9475604406493647,48
queen,12121,252.52083333333334,216146.2078993055,1.8410966867742238,48
understudied,12114,252.375,98686.90104166667,1.2447536940445363,48
periodically,12097,252.02083333333334,51155.02039930554,0.8974446808024392,48
sup,12086,251.79166666666666,83057.03993055556,1.1445818953249103,48
cautiously,12084,251.75,91707.27083333333,1.20290797839154,48
permanently,12068,251.41666666666666,58287.5763888889,0.9602712680634775,48
albert,12068,251.41666666666666,79303.99305555556,1.1200914017713457,48
speculative,12060,251.25,99904.9375,1.2580195950981643,48
rout,12058,251.20833333333334,52996.914930555555,0.9164130232844615,48
obstruct,12058,251.20833333333334,71523.99826388888,1.0646132078427533,48
solver,12056,251.16666666666666,140409.59722222222,1.491888598131494,48
inert,12053,251.10416666666666,91954.13498263889,1.2076239359940857,48
tenure,12034,250.70833333333334,747548.4149305556,3.4486640727809017,48
wos,12032,250.66666666666666,92332.0972222222,1.2122153085420952,48
incline,12026,250.54166666666666,203978.2899305556,1.8026524830939386,48
esp,12019,250.39583333333334,84434.03081597222,1.1604639765982634,48
ahn,12009,250.1875,129120.36067708333,1.4362556753391218,48
planned,12002,250.04166666666666,169089.8732638889,1.6445474711810204,48
sig,12000,250.0,213572.75,1.8485572752825379,48
receipt,11997,249.9375,165125.85026041666,1.625833665081234,48
almeida,11989,249.77083333333334,120528.67664930556,1.3899637410770804,48
initiator,11982,249.625,121793.65104166667,1.398054967441489,48
columns,11978,249.54166666666666,88313.62326388888,1.190887618946413,48
sided,11967,249.3125,85836.75651041667,1.1751480809348878,48
flatten,11966,249.29166666666666,43091.831597222226,0.832702207249391,48
enumerate,11965,249.27083333333334,317372.5724826388,2.2600249333670606,48
austin,11946,248.875,102851.31770833333,1.2886164083176126,48
beneficiary,11930,248.54166666666666,302236.45659722225,2.2119444608870813,48
tracing,11925,248.4375,81725.95442708333,1.150701953115151,48
amsterdam,11910,248.125,94475.15104166667,1.2387631374821846,48
venue,11910,248.125,366959.109375,2.441396470766505,48
church,11905,248.02083333333334,237672.35373263888,1.9656272814544824,48
supra,11897,247.85416666666666,82829.33289930556,1.1611701356161275,48
ik,11896,247.83333333333334,72451.7222222222,1.086087057880117,48
predicts,11891,247.72916666666666,294345.9058159722,2.190039046302741,48
muñoz,11891,247.72916666666666,109713.15581597223,1.3370640499643704,48
venture,11882,247.54166666666666,706020.5399305555,3.3943791985197893,48
hamburg,11882,247.54166666666666,80287.9565972222,1.1446610148588823,48
sx,11881,247.52083333333334,125958.04123263888,1.4338416470539608,48
separated,11876,247.41666666666666,68411.95138888889,1.057151030999905,48
learned,11875,247.39583333333334,242397.53081597216,1.9900854059263096,48
untrained,11874,247.375,350457.6927083333,2.3931063077173667,48
firmly,11863,247.14583333333334,73009.54123263889,1.093292872244992,48
richards,11861,247.10416666666666,135621.88498263888,1.490338152880103,48
meaningfully,11854,246.95833333333334,215643.16493055553,1.8803736775554976,48
tot,11849,246.85416666666666,71543.91623263889,1.083542355584028,48
thinner,11845,246.77083333333334,65092.926649305555,1.033886992628271,48
cancel,11845,246.77083333333334,127847.30164930556,1.448945183085898,48
await,11833,246.52083333333334,102963.33289930555,1.3016303574173789,48
favour,11831,246.47916666666666,49195.874565972226,0.8998790181188736,48
acm,11829,246.4375,175932.12109375,1.7020243731945501,48
naked,11828,246.41666666666666,99172.86805555556,1.2779867704162176,48
perry,11823,246.3125,212005.42317708334,1.869334550561472,48
welcome,11820,246.25,218941.77083333334,1.90015082265594,48
pj,11800,245.83333333333334,90212.88888888888,1.2217814450441533,48
scrutiny,11797,245.77083333333334,128422.17664930556,1.4581079277940598,48
refrain,11778,245.375,217593.06770833334,1.901044201893486,48
cartoon,11775,245.3125,191525.79817708334,1.7839963522497726,48
israeli,11774,245.29166666666666,298501.33159722225,2.227359621449276,48
asymmetrical,11760,245.0,93472.08333333333,1.24788589791547,48
classified,11758,244.95833333333334,62764.7482638889,1.0227410252592155,48
legitimate,11756,244.91666666666666,206872.15972222222,1.8570888573259312,48
assisted,11748,244.75,134376.3125,1.4977476923233877,48
upgrading,11741,244.60416666666666,585938.6974826389,3.129408371259938,48
applicant,11734,244.45833333333334,371731.0815972222,2.4940754711208695,48
provided,11728,244.33333333333334,68610.88888888889,1.0720469436623863,48
hue,11725,244.27083333333334,217362.15581597225,1.9086238761794847,48
mor,11717,244.10416666666666,197406.1766493056,1.8201416013360459,48
meticulous,11715,244.0625,72383.35026041667,1.1023468989606713,48
conventionally,11713,244.02083333333334,81773.02039930556,1.1718664310119948,48
gee,11704,243.83333333333334,99537.51388888888,1.293898826327292,48
theorize,11698,243.70833333333334,477107.37326388893,2.8342469272493345,48
procure,11697,243.6875,144429.50651041666,1.5595335106342518,48
initialize,11689,243.52083333333334,79997.83289930556,1.1614566098849182,48
lyon,11682,243.375,105184.734375,1.3326017913987729,48
victoria,11679,243.3125,86367.63151041667,1.2078446609083484,48
stein,11678,243.29166666666666,178066.1232638889,1.7344565240683443,48
concise,11665,243.02083333333334,84369.35373263889,1.195222762396344,48
eighteen,11657,242.85416666666666,74226.29123263889,1.121846200864405,48
diaz,11656,242.83333333333334,112003.63888888889,1.3781857811926062,48
interim,11643,242.5625,107757.87109375,1.3533210632181554,48
proportionally,11638,242.45833333333334,48927.58159722222,0.9123043790225362,48
corrective,11626,242.20833333333334,150972.2482638889,1.6042035757387048,48
martín,11621,242.10416666666666,128919.05164930555,1.4830516870418315,48
substantive,11614,241.95833333333334,279701.4565972222,2.1857816703078257,48
deform,11613,241.9375,171206.22526041666,1.7102381399169502,48
adjustable,11608,241.83333333333334,93958.3472222222,1.2675103733333968,48
bristol,11606,241.79166666666666,177471.74826388888,1.7423013972731571,48
imaginary,11605,241.77083333333334,167804.46831597225,1.694329424753094,48
ning,11603,241.72916666666666,111502.1558159722,1.3813781340912379,48
undetected,11596,241.58333333333334,67351.82638888888,1.0742558298269926,48
subsamples,11595,241.5625,245603.78776041666,2.051577911551127,48
finer,11586,241.375,108899.859375,1.3671663881170353,48
exaggerated,11578,241.20833333333334,165843.1232638889,1.6883264571034367,48
subcategories,11570,241.04166666666666,181165.33159722225,1.7658159081896603,48
viewing,11558,240.79166666666666,479450.7065972221,2.8756135989633225,48
jam,11552,240.66666666666666,90741.3472222222,1.2516608505746383,48
adaption,11544,240.5,113578.95833333333,1.4013088343093518,48
weiss,11534,240.29166666666666,132458.41493055556,1.5146108624748806,48
inducing,11526,240.125,151054.56770833334,1.618562795071229,48
valuation,11524,240.08333333333334,223280.8680555556,1.9681751480777554,48
contend,11514,239.875,331692.734375,2.4009493122505328,48
edgar,11504,239.66666666666666,751894.513888889,3.618018826233547,48
outweigh,11504,239.66666666666666,80682.22222222222,1.1851717474236498,48
institut,11497,239.52083333333334,117490.20789930555,1.4310590093789204,48
unimodal,11494,239.45833333333334,170028.95659722222,1.721993427243207,48
magnify,11492,239.41666666666666,46039.784722222226,0.8962151108734967,48
possession,11489,239.35416666666666,541547.4370659722,3.074519559953008,48
preexist,11485,239.27083333333334,130499.48914930555,1.5097833917592378,48
gui,11484,239.25,79554.47916666667,1.1789092409553223,48
beside,11481,239.1875,73992.65234375,1.1372496663858527,48
squared,11478,239.125,74660.77604166667,1.1426711614131833,48
stats,11468,238.91666666666666,131798.32638888888,1.5195272782466587,48
eighty,11466,238.875,82574.859375,1.2029656356856422,48
zen,11464,238.83333333333334,229201.38888888888,2.004535179411912,48
observatory,11462,238.79166666666666,330171.4565972222,2.4063045712958995,48
overlapping,11460,238.75,72813.85416666667,1.1302216692031368,48
wife,11454,238.625,537716.359375,3.0729867195553964,48
labour,11434,238.20833333333334,118576.99826388889,1.4455838097323146,48
dissipate,11432,238.16666666666666,83018.51388888889,1.2097802743851782,48
soldier,11419,237.89583333333334,225970.71831597222,1.9982013474521612,48
realism,11418,237.875,337574.6927083333,2.442508811865962,48
pisa,11416,237.83333333333334,451188.05555555556,2.8242690982813285,48
houston,11415,237.8125,81603.44401041667,1.2012117332020105,48
nan,11389,237.27083333333334,93245.19748263888,1.2869713560052252,48
scheduling,11387,237.22916666666666,498166.4266493055,2.9752204087127967,48
standalone,11385,237.1875,45200.235677083336,0.8963519178702365,48
rosenberg,11379,237.0625,220610.76692708334,1.9813011524655684,48
endowment,11375,236.97916666666666,275284.47873263893,2.214015692531776,48
overhead,11369,236.85416666666666,95538.29123263889,1.3049915680513366,48
loan,11358,236.625,227469.31770833334,2.015583458395477,48
ourselves,11350,236.45833333333334,382966.3732638888,2.6171324169320145,48
abs,11346,236.375,213125.109375,1.9530608197788937,48
graphically,11338,236.20833333333334,53680.998263888876,0.9808781864556628,48
isa,11335,236.14583333333334,194993.08289930553,1.8699470786315366,48
intraclass,11330,236.04166666666666,154195.78993055553,1.6635949202731957,48
assertion,11329,236.02083333333334,303359.52039930556,2.333611063637122,48
explainable,11325,235.9375,122207.05859375,1.481668924137357,48
gay,11321,235.85416666666666,535198.7078993055,3.101801310398194,48
fruitful,11316,235.75,191639.8125,1.8569113348526654,48
comprising,11309,235.60416666666666,73795.65581597223,1.1530082947539548,48
muller,11302,235.45833333333334,100229.24826388888,1.3445692380623364,48
dispatch,11295,235.3125,1269980.2565104167,4.789095382384783,48
utmost,11292,235.25,53506.4375,0.9832713520747076,48
kaur,11286,235.125,180905.609375,1.8089526871170225,48
apologize,11285,235.10416666666666,78719.09331597222,1.193382639094971,48
discussed,11282,235.04166666666666,58891.99826388888,1.032483897779845,48
jian,11280,235.0,88814.20833333333,1.2681579897185433,48
discordant,11262,234.625,90948.31770833333,1.285354876289692,48
invoke,11255,234.47916666666666,130717.24956597225,1.54192123208163,48
howard,11249,234.35416666666666,148777.1037326389,1.6458693987828448,48
drawn,11248,234.33333333333334,83979.34722222223,1.2366653057192467,48
proposed,11244,234.25,49489.229166666664,0.9496766174947464,48
sincere,11243,234.22916666666666,101174.00998263889,1.3579804208650972,48
worse,11242,234.20833333333334,99135.78993055556,1.3443516735374752,48
extraordinary,11240,234.16666666666666,89085.55555555556,1.2746136717287717,48
ming,11233,234.02083333333334,82452.97873263889,1.2270115572631475,48
numeric,11230,233.95833333333334,87754.66493055556,1.2661833176791797,48
kato,11224,233.83333333333334,118825.55555555555,1.4741731812924228,48
preferably,11222,233.79166666666666,53270.41493055556,0.9872201538612765,48
oliver,11221,233.77083333333334,132732.00998263888,1.5584666406137044,48
rope,11210,233.54166666666666,217242.03993055553,1.9957565390024326,48
practicality,11194,233.20833333333334,45989.58159722222,0.9195718413143094,48
incompatibility,11183,232.97916666666666,254800.85373263888,2.1666230137196183,48
flores,11174,232.79166666666666,111748.12326388889,1.435994212070899,48
navarro,11171,232.72916666666666,114648.73914930555,1.4549022885826723,48
calendar,11171,232.72916666666666,91962.48914930555,1.3030303893365238,48
osaka,11168,232.66666666666666,94470.63888888888,1.3210347997907828,48
ripple,11162,232.54166666666666,160624.83159722222,1.723477276990274,48
entitle,11153,232.35416666666666,92083.72873263889,1.30599340418388,48
led,11142,232.125,264709.984375,2.216477078560971,48
huber,11121,231.6875,105785.13151041667,1.4038144607251373,48
assigned,11120,231.66666666666666,102522.88888888889,1.382123552439267,48
transcend,11118,231.625,230867.56770833334,2.074416849844052,48
existing,11117,231.60416666666666,102124.98914930555,1.3798111288231303,48
expedite,11115,231.5625,62488.204427083336,1.0795202493537481,48
generalist,11105,231.35416666666666,312444.97873263893,2.4160696465705507,48
sur,11105,231.35416666666666,76445.18706597223,1.1950821187100795,48
superposition,11102,231.29166666666666,112394.4565972222,1.4494807777657714,48
showcasing,11100,231.25,42287.479166666664,0.8892505797696438,48
inch,11094,231.125,134515.359375,1.5868614649919777,48
arnold,11093,231.10416666666666,132153.30164930556,1.5730090935473318,48
precaution,11090,231.04166666666666,147858.3732638889,1.6643039852452302,48
ju,11090,231.04166666666666,77673.66493055556,1.2062757295912672,48
rectify,11089,231.02083333333334,60168.81206597221,1.0617800779689792,48
imitate,11085,230.9375,395057.2669270833,2.7216706336937246,48
competitively,11079,230.8125,160716.02734375,1.7368818199028868,48
stiff,11075,230.72916666666666,106781.86414930555,1.416270638468737,48
vendor,11074,230.70833333333334,84770.99826388889,1.2620029407732083,48
deutsche,11072,230.66666666666666,111953.8472222222,1.4505565734453603,48
hungarian,11068,230.58333333333334,146872.53472222222,1.6620434834792746,48
accelerator,11060,230.41666666666666,257530.4513888889,2.202421332423691,48
diminishes,11049,230.1875,71701.81901041667,1.1632775601099867,48
wisdom,11048,230.16666666666666,512851.8888888888,3.1113835518546415,48
subjectively,11044,230.08333333333334,323429.1180555555,2.4717491737868644,48
jiménez,11044,230.08333333333334,115410.70138888888,1.4765150552641362,48
sara,11044,230.08333333333334,163061.36805555553,1.7550535826811093,48
und,11043,230.0625,75965.26692708333,1.1980134650106675,48
spurious,11042,230.04166666666666,70347.24826388889,1.1529674630241136,48
groundwork,11041,230.02083333333334,59383.10373263888,1.0594105022142153,48
stern,11038,229.95833333333334,207360.78993055553,1.9802233031382497,48
correctness,11035,229.89583333333334,167256.75998263888,1.7789377028872713,48
onward,11028,229.75,61928.854166666664,1.0831559811983205,48
mpi,11027,229.72916666666666,74732.44748263889,1.1899767211175016,48
glue,11013,229.4375,52941.954427083336,1.0028490861343589,48
scrap,11005,229.27083333333334,118852.94748263892,1.503682580717869,48
clearer,11003,229.22916666666666,81930.09331597222,1.2486819938166358,48
anyone,11001,229.1875,249796.94401041666,2.180733690807433,48
parameters,10992,229.0,48874.5,0.9653964142500729,48
distil,10987,228.89583333333334,215121.21831597216,2.026299966553256,48
updating,10976,228.66666666666666,311757.05555555556,2.4417729850023697,48
malfunction,10973,228.60416666666666,44988.655815972226,0.9278277700060644,48
virginia,10969,228.52083333333334,74070.79123263889,1.1909614190286206,48
reversed,10960,228.33333333333334,127671.76388888888,1.5648694512265102,48
cfr,10951,228.14583333333334,151480.45789930553,1.705947897826741,48
analyzes,10943,227.97916666666666,84649.35373263889,1.2761938914991926,48
yk,10939,227.89583333333334,73730.25998263889,1.1914792892797195,48
unesco,10935,227.8125,406329.27734375,2.7980888951678127,48
johnston,10928,227.66666666666666,128530.30555555556,1.5747199190706298,48
epochs,10925,227.60416666666666,125774.61414930555,1.558175202713068,48
indonesian,10913,227.35416666666666,136978.1037326389,1.627881010325568,48
ninety,10906,227.20833333333334,74328.7065972222,1.1999248067596175,48
embedding,10900,227.08333333333334,44188.28472222222,0.9256958383395151,48
wisconsin,10884,226.75,66284.35416666667,1.1354243894519862,48
freeman,10872,226.5,154190.41666666666,1.7336462505765826,48
guided,10871,226.47916666666666,135559.74956597228,1.6256877026074559,48
officially,10870,226.45833333333334,96628.62326388889,1.3726650916013596,48
mislead,10870,226.45833333333334,89280.24826388889,1.3194392159985815,48
unseen,10869,226.4375,66275.49609375,1.1369153817332827,48
hassan,10859,226.22916666666666,103959.63498263888,1.425226133775277,48
undefined,10857,226.1875,141022.65234375,1.6602589835138672,48
predetermined,10855,226.14583333333334,52701.1662326389,1.015129672573424,48
gardner,10852,226.08333333333334,261554.03472222216,2.2621018983247176,48
bolt,10849,226.02083333333334,318208.89539930556,2.495787965099875,48
inductively,10838,225.79166666666666,97834.41493055555,1.385281124882453,48
inefficiency,10833,225.6875,79041.46484375,1.2457187013966304,48
interpretive,10831,225.64583333333334,260686.47873263885,2.2627258294712442,48
comb,10825,225.52083333333334,90685.29123263889,1.3353089453251865,48
stretching,10818,225.375,120246.65104166667,1.5386178097692502,48
elongated,10813,225.27083333333334,93913.32248263889,1.360374983990608,48
undetermined,10805,225.10416666666666,84732.75998263889,1.2931298669529916,48
nova,10805,225.10416666666666,85440.46831597223,1.2985189031148014,48
treatments,10803,225.0625,337168.5169270833,2.580003939526965,48
fem,10803,225.0625,104832.68359375,1.438617082671546,48
objectivity,10799,224.97916666666666,143969.7703993056,1.6865272094083439,48
roadmap,10792,224.83333333333334,53032.55555555556,1.024260862675689,48
benchmarking,10790,224.79166666666666,45630.956597222226,0.9502756026720373,48
attached,10786,224.70833333333334,129439.91493055555,1.6010869983605793,48
sampler,10780,224.58333333333334,204515.03472222222,2.013655147619586,48
harmonious,10779,224.5625,755637.1627604166,3.8709665616235545,48
bore,10777,224.52083333333334,112542.54123263889,1.494175851637903,48
focusing,10770,224.375,71824.27604166667,1.1944312646356083,48
glove,10770,224.375,80611.81770833333,1.2653914367457064,48
lambert,10770,224.375,104322.69270833333,1.4395108021973826,48
indeterminate,10766,224.29166666666666,127676.37326388888,1.5930966734295962,48
marco,10760,224.16666666666666,150742.59722222222,1.7319963118546966,48
aligned,10741,223.77083333333334,94621.00998263888,1.3746442205139935,48
consolidated,10737,223.6875,61269.46484375,1.1065736584045813,48
unmodified,10737,223.6875,136777.67317708334,1.6533541504942382,48
redefine,10727,223.47916666666666,71849.70789930555,1.1994315273579366,48
optimise,10722,223.375,35535.692708333336,0.8439132921372501,48
ur,10719,223.3125,71036.92317708333,1.1935181774023798,48
informatics,10709,223.10416666666666,57608.21831597222,1.0758074332136303,48
dub,10703,222.97916666666666,107424.27039930555,1.469897050070894,48
motivated,10702,222.95833333333334,516985.498263889,3.2248942006040764,48
santiago,10697,222.85416666666666,52849.58289930556,1.0315731355566726,48
tripartite,10680,222.5,100712.79166666667,1.426304662444415,48
understandable,10676,222.41666666666666,125151.49305555556,1.5905623196112533,48
yun,10668,222.25,82664.39583333333,1.2936520419241848,48
rubin,10664,222.16666666666666,241349.09722222225,2.211281030316428,48
exemplary,10657,222.02083333333334,68064.68706597223,1.1750793589728716,48
misalignment,10654,221.95833333333334,51330.206597222226,1.0207398052365944,48
constellation,10650,221.875,86707.81770833333,1.3271522801226174,48
quantifiable,10646,221.79166666666666,42509.9982638889,0.9296089988653693,48
pandey,10645,221.77083333333334,229438.21831597225,2.1598741780190225,48
suddenly,10642,221.70833333333334,127294.7065972222,1.6092486556102128,48
tense,10618,221.20833333333334,774681.6649305555,3.9788737118531277,48
richard,10616,221.16666666666666,57230.18055555556,1.0816652697626523,48
regionally,10592,220.66666666666666,83509.38888888889,1.3095766353817933,48
kimura,10591,220.64583333333334,110902.4370659722,1.5092973664291538,48
uncomfortable,10591,220.64583333333334,273846.4370659722,2.37168942289005,48
readability,10589,220.60416666666666,96207.11414930555,1.4060147699342314,48
res,10586,220.54166666666666,98981.0815972222,1.4265448994483714,48
established,10586,220.54166666666666,55530.91493055556,1.0685055005745943,48
investigación,10581,220.4375,77989.07942708333,1.2668681564128823,48
voting,10579,220.39583333333334,186813.40581597222,1.9611040624668847,48
recreation,10575,220.3125,187469.79817708334,1.965289424914961,48
facilitating,10574,220.29166666666666,110884.28993055555,1.51160020162008,48
alonso,10569,220.1875,94442.56901041667,1.3956972910386138,48
minnesota,10546,219.70833333333334,63333.664930555555,1.1454358732791419,48
je,10542,219.625,102687.27604166667,1.459071391865271,48
compilation,10542,219.625,60499.526041666664,1.1199385956324193,48
spur,10536,219.5,78074.125,1.2729725485187535,48
alien,10523,219.22916666666666,299421.25998263893,2.49599082021874,48
demonstrating,10522,219.20833333333334,64559.53993055556,1.15910599841426,48
ou,10521,219.1875,70888.31901041667,1.214707060264702,48
centered,10515,219.0625,224439.89192708334,2.1626288177299893,48
coalition,10513,219.02083333333334,293061.4370659722,2.4716894872481894,48
sincerely,10503,218.8125,57727.819010416664,1.0980457790996059,48
strengthening,10501,218.77083333333334,74394.3433159722,1.2467533280458594,48
methodsthis,10498,218.70833333333334,109570.74826388889,1.51349845751929,48
jena,10497,218.6875,90935.13151041667,1.3789289508441245,48
evacuation,10492,218.58333333333334,173056.3680555556,1.9031663394932397,48
hdr,10490,218.54166666666666,134480.2899305556,1.6780120203652957,48
dedication,10486,218.45833333333334,432607.45659722225,3.0107755768639204,48
ribeiro,10481,218.35416666666666,73760.47873263889,1.2437995054151554,48
dozen,10478,218.29166666666666,50970.581597222226,1.0342431134738936,48
chase,10477,218.27083333333334,95865.61414930556,1.4185208476390931,48
illinois,10476,218.25,42959.645833333336,0.9496773798744891,48
favourable,10473,218.1875,49275.52734375,1.0173860400832475,48
unsafe,10460,217.91666666666666,320815.5763888889,2.5991855022959744,48
prolific,10457,217.85416666666666,113961.66623263888,1.5495782949887136,48
mason,10438,217.45833333333334,102688.83159722223,1.4736201490671186,48
christensen,10430,217.29166666666666,116128.24826388889,1.5682881698614377,48
impacted,10428,217.25,77225.72916666667,1.2791492592885014,48
stamp,10427,217.22916666666666,69755.88498263889,1.215828418567181,48
unanswered,10426,217.20833333333334,85215.58159722223,1.343949725697581,48
foreground,10416,217.0,108539.25,1.518216385578142,48
intricately,10415,216.97916666666666,98977.18706597223,1.44993828238717,48
centralize,10412,216.91666666666666,90612.32638888888,1.3877163919085582,48
constrained,10409,216.85416666666666,84027.45789930555,1.3367273725276454,48
université,10404,216.75,65732.6875,1.1828552132511874,48
dichotomy,10403,216.72916666666666,154466.78081597225,1.8134274555519507,48
sierra,10402,216.70833333333334,68495.16493055556,1.2076868731905865,48
dean,10401,216.6875,78859.38151041667,1.2959636618159984,48
inaccessible,10396,216.58333333333334,53585.86805555556,1.068808998964198,48
piano,10394,216.54166666666666,788120.0399305555,4.09972484887274,48
hire,10380,216.25,283108.5625,2.4604830987200814,48
hussain,10368,216.0,157414.16666666666,1.8368265837361204,48
patterning,10365,215.9375,197314.18359375,2.0570795340275825,48
foremost,10362,215.875,69304.359375,1.2194891091589433,48
assault,10356,215.75,348816.2291666667,2.73745845642091,48
windows,10355,215.72916666666666,85460.94748263888,1.3551113594816682,48
stored,10353,215.6875,84600.42317708333,1.3485321073333465,48
randomness,10346,215.54166666666666,64603.2482638889,1.1792229987587228,48
brien,10345,215.52083333333334,90678.20789930555,1.3972116771976897,48
proprietary,10337,215.35416666666666,43062.22873263888,0.9635959651794697,48
packet,10327,215.14583333333334,88908.20789930556,1.3859194462911757,48
ought,10324,215.08333333333334,250308.65972222216,2.326114984161946,48
oregon,10319,214.97916666666666,89471.10373263888,1.391377648297512,48
gateway,10315,214.89583333333334,124072.59331597219,1.6391169259553418,48
pencil,10312,214.83333333333334,407092.8472222222,2.9699221739659984,48
favorably,10311,214.8125,95307.81901041667,1.437158660126835,48
flexibly,10307,214.72916666666666,235530.15581597225,2.26012376052372,48
advisable,10304,214.66666666666666,58569.01388888888,1.127377449003955,48
mohamed,10304,214.66666666666666,61051.0138888889,1.151017237830568,48
webster,10301,214.60416666666666,115078.48914930556,1.580734477913763,48
scotland,10300,214.58333333333334,86207.20138888889,1.3682825423341913,48
craig,10287,214.3125,158503.71484375,1.8576856235457742,48
subdivision,10286,214.29166666666666,64037.3732638889,1.1808955120271571,48
techniques,10283,214.22916666666666,27947.30164930556,0.7803534285545045,48
resemblance,10281,214.1875,94538.94401041667,1.4355266245315963,48
segmented,10281,214.1875,46005.610677083336,1.0014085110235005,48
announce,10275,214.0625,97599.10026041667,1.459426789067842,48
delhi,10274,214.04166666666666,143034.58159722222,1.7669416214431992,48
kilogram,10274,214.04166666666666,93109.87326388888,1.4256060959002033,48
certified,10267,213.89583333333334,50193.676649305555,1.0474231771633822,48
ramirez,10265,213.85416666666666,100953.7495659722,1.4857423768106948,48
